transaction_id,cust_id,tran_date,sub_category,category,Qty,Rate,Tax,total_amt,Store_type
31304864481,273692,5/1/2014,Audio and video,Electronics,4,1198,503.16,5295.16,e-Shop
12334452791,269003,5/1/2014,Audio and video,Electronics,-1,-920,96.6,-1016.6,e-Shop
11524153958,270407,5/1/2014,Audio and video,Electronics,2,500,105,1105,e-Shop
78998194710,267425,5/1/2014,Audio and video,Electronics,4,1018,427.56,4499.56,Flagship store
69859877223,273486,5/1/2014,Audio and video,Electronics,3,1288,405.72,4269.72,e-Shop
39218854635,272292,4/1/2014,Audio and video,Electronics,2,1433,300.93,3166.93,TeleShop
35762428721,269020,4/1/2014,Audio and video,Electronics,-1,-798,83.79,-881.79,e-Shop
52044631925,272998,3/1/2014,Audio and video,Electronics,1,304,31.92,335.92,e-Shop
53059402651,267721,3/1/2014,Audio and video,Electronics,2,144,30.24,318.24,TeleShop
85804347285,271724,3/1/2014,Audio and video,Electronics,4,673,282.66,2974.66,e-Shop
32495284686,269568,2/1/2014,Audio and video,Electronics,5,1446,759.15,7989.15,Flagship store
56969409360,271679,2/1/2014,Audio and video,Electronics,2,1062,223.02,2347.02,e-Shop
11822669972,267613,2/1/2014,Audio and video,Electronics,4,273,114.66,1206.66,TeleShop
42657331818,274644,2/1/2014,Audio and video,Electronics,3,137,43.155,454.155,e-Shop
41632170252,270066,2/1/2014,Audio and video,Electronics,1,1389,145.84,1534.845,e-Shop
32125935023,272067,2/1/2014,Audio and video,Electronics,5,1211,635.77,6690.775,e-Shop
19642864934,272070,2/1/2014,Audio and video,Electronics,1,217,22.785,239.785,e-Shop
57179793302,274511,1/1/2014,Audio and video,Electronics,1,290,30.45,320.45,Flagship store
53090811951,273659,1/1/2014,Audio and video,Electronics,1,90,9.45,99.45,TeleShop
18972312403,272462,1/1/2014,Audio and video,Electronics,2,1014,212.94,2240.94,MBR
35762428721,269020,1/1/2014,Audio and video,Electronics,1,798,83.79,881.79,e-Shop
4239941340,269563,12/12/2013,Audio and video,Electronics,3,237,74.655,785.655,Flagship store
56092126507,273796,12/12/2013,Audio and video,Electronics,1,1145,120.22,1265.225,Flagship store
3628819302,268946,12/12/2013,Audio and video,Electronics,1,389,40.845,429.845,e-Shop
79520643769,267167,12/12/2013,Audio and video,Electronics,2,114,23.94,251.94,TeleShop
84455029401,271120,12/12/2013,Audio and video,Electronics,4,80,33.6,353.6,Flagship store
76408743111,271726,12/12/2013,Audio and video,Electronics,5,773,405.82,4270.825,MBR
35411810795,269305,11/12/2013,Audio and video,Electronics,5,389,204.22,2149.225,TeleShop
34242453723,268170,11/12/2013,Audio and video,Electronics,4,630,264.6,2784.6,Flagship store
18234706127,267243,10/12/2013,Audio and video,Electronics,4,841,353.22,3717.22,e-Shop
65499503806,271636,10/12/2013,Audio and video,Electronics,1,782,82.11,864.11,e-Shop
16638211707,271364,9/12/2013,Audio and video,Electronics,5,1407,738.67,7773.675,e-Shop
55511480516,272475,9/12/2013,Audio and video,Electronics,-4,-300,126,-1326,Flagship store
79949261123,272662,9/12/2013,Audio and video,Electronics,3,164,51.66,543.66,e-Shop
32558530193,270066,8/12/2013,Audio and video,Electronics,3,666,209.79,2207.79,MBR
71457016698,271636,8/12/2013,Audio and video,Electronics,5,1146,601.65,6331.65,Flagship store
99281145591,270402,8/12/2013,Audio and video,Electronics,4,308,129.36,1361.36,e-Shop
3857165637,267877,7/12/2013,Audio and video,Electronics,3,1207,380.2,4001.205,Flagship store
59764737765,272520,7/12/2013,Audio and video,Electronics,4,604,253.68,2669.68,MBR
91181273556,274017,7/12/2013,Audio and video,Electronics,1,1323,138.91,1461.915,e-Shop
89613703372,270419,7/12/2013,Audio and video,Electronics,1,945,99.225,1044.225,TeleShop
21056686360,267014,6/12/2013,Audio and video,Electronics,3,895,281.92,2966.925,Flagship store
60158713231,270779,6/12/2013,Audio and video,Electronics,3,542,170.73,1796.73,TeleShop
56585642308,273255,5/12/2013,Audio and video,Electronics,4,251,105.42,1109.42,e-Shop
85165256659,273205,5/12/2013,Audio and video,Electronics,-4,-455,191.1,-2011.1,TeleShop
98772821241,274627,5/12/2013,Audio and video,Electronics,3,926,291.69,3069.69,TeleShop
70130354977,272104,5/12/2013,Audio and video,Electronics,2,162,34.02,358.02,e-Shop
92346977532,270465,4/12/2013,Audio and video,Electronics,-2,-1027,215.67,-2269.67,MBR
37929840108,272622,3/12/2013,Audio and video,Electronics,5,467,245.17,2580.175,MBR
55511480516,272475,3/12/2013,Audio and video,Electronics,4,300,126,1326,Flagship store
96545491259,274808,3/12/2013,Audio and video,Electronics,2,136,28.56,300.56,TeleShop
9661091069,268661,2/12/2013,Audio and video,Electronics,4,1392,584.64,6152.64,MBR
57502900320,271959,2/12/2013,Audio and video,Electronics,4,568,238.56,2510.56,e-Shop
5950172499,267322,2/12/2013,Audio and video,Electronics,3,374,117.81,1239.81,TeleShop
22464540903,272526,2/12/2013,Audio and video,Electronics,5,877,460.42,4845.425,e-Shop
97405951808,274673,2/12/2013,Audio and video,Electronics,4,1327,557.34,5865.34,Flagship store
66223937700,269793,2/12/2013,Audio and video,Electronics,2,110,23.1,243.1,Flagship store
62006768244,268544,1/12/2013,Audio and video,Electronics,1,676,70.98,746.98,TeleShop
95736165852,271714,1/12/2013,Audio and video,Electronics,1,171,17.955,188.955,Flagship store
74355594801,271313,1/12/2013,Audio and video,Electronics,-3,-168,52.92,-556.92,Flagship store
87120697660,271735,12/11/2013,Audio and video,Electronics,4,1061,445.62,4689.62,Flagship store
95080894817,273780,12/11/2013,Audio and video,Electronics,2,1145,240.45,2530.45,Flagship store
66435444713,269766,12/11/2013,Audio and video,Electronics,3,593,186.79,1965.795,TeleShop
21901207819,272547,11/11/2013,Audio and video,Electronics,4,956,401.52,4225.52,TeleShop
57424450459,269394,11/11/2013,Audio and video,Electronics,2,273,57.33,603.33,MBR
3353517524,274492,11/11/2013,Audio and video,Electronics,4,293,123.06,1295.06,TeleShop
81269548859,268288,11/11/2013,Audio and video,Electronics,4,507,212.94,2240.94,e-Shop
90400267994,268968,11/11/2013,Audio and video,Electronics,1,620,65.1,685.1,Flagship store
76374002930,275196,11/11/2013,Audio and video,Electronics,2,426,89.46,941.46,e-Shop
66960479624,273160,11/11/2013,Audio and video,Electronics,1,1096,115.08,1211.08,MBR
72515050103,272188,11/11/2013,Audio and video,Electronics,1,659,69.195,728.195,MBR
11742289667,273297,10/11/2013,Audio and video,Electronics,3,1116,351.54,3699.54,e-Shop
56843520635,269647,10/11/2013,Audio and video,Electronics,4,308,129.36,1361.36,e-Shop
82450616978,271663,10/11/2013,Audio and video,Electronics,3,967,304.6,3205.605,e-Shop
91034993805,269031,10/11/2013,Audio and video,Electronics,5,891,467.77,4922.775,Flagship store
87973123978,269483,10/11/2013,Audio and video,Electronics,3,1101,346.81,3649.815,Flagship store
9403444416,270256,9/11/2013,Audio and video,Electronics,5,552,289.8,3049.8,e-Shop
4623545525,269659,9/11/2013,Audio and video,Electronics,5,164,86.1,906.1,MBR
26366990344,271995,9/11/2013,Audio and video,Electronics,3,321,101.11,1064.115,MBR
50250308685,275214,9/11/2013,Audio and video,Electronics,2,1106,232.26,2444.26,MBR
42326945587,271650,8/11/2013,Audio and video,Electronics,5,1187,623.17,6558.175,MBR
50068667220,270163,8/11/2013,Audio and video,Electronics,2,84,17.64,185.64,TeleShop
71584878339,271906,8/11/2013,Audio and video,Electronics,2,1355,284.55,2994.55,MBR
83658074649,270137,8/11/2013,Audio and video,Electronics,2,343,72.03,758.03,Flagship store
96808366038,275020,8/11/2013,Audio and video,Electronics,3,1015,319.72,3364.725,e-Shop
46726813626,271360,7/11/2013,Audio and video,Electronics,4,1099,461.58,4857.58,e-Shop
17997596296,269311,7/11/2013,Audio and video,Electronics,1,185,19.425,204.425,Flagship store
15960998018,270151,7/11/2013,Audio and video,Electronics,3,1144,360.36,3792.36,Flagship store
9233177809,270372,7/11/2013,Audio and video,Electronics,4,88,36.96,388.96,e-Shop
14939210353,270330,7/11/2013,Audio and video,Electronics,4,1472,618.24,6506.24,MBR
21053992704,266863,7/11/2013,Audio and video,Electronics,4,304,127.68,1343.68,MBR
40530644778,273058,7/11/2013,Audio and video,Electronics,1,493,51.765,544.765,e-Shop
98703100398,271893,7/11/2013,Audio and video,Electronics,4,619,259.98,2735.98,e-Shop
92777957905,271862,7/11/2013,Audio and video,Electronics,-2,-1151,241.71,-2543.71,e-Shop
67693125863,274767,7/11/2013,Audio and video,Electronics,4,1480,621.6,6541.6,MBR
71607851157,271399,7/11/2013,Audio and video,Electronics,4,324,136.08,1432.08,TeleShop
48498600921,274384,6/11/2013,Audio and video,Electronics,-3,-579,182.38,-1919.385,TeleShop
44459946603,267783,6/11/2013,Audio and video,Electronics,3,1108,349.02,3673.02,e-Shop
42200161937,274838,6/11/2013,Audio and video,Electronics,3,456,143.64,1511.64,MBR
3317306788,270670,6/11/2013,Audio and video,Electronics,5,1221,641.02,6746.025,e-Shop
57584759668,272096,6/11/2013,Audio and video,Electronics,1,637,66.885,703.885,e-Shop
21546886708,274839,6/11/2013,Audio and video,Electronics,1,1357,142.48,1499.485,Flagship store
24964195213,275142,6/11/2013,Audio and video,Electronics,2,742,155.82,1639.82,e-Shop
80422064589,266846,6/11/2013,Audio and video,Electronics,5,1161,609.52,6414.525,e-Shop
77594596800,272861,6/11/2013,Audio and video,Electronics,3,458,144.27,1518.27,MBR
13340635755,268731,5/11/2013,Audio and video,Electronics,2,703,147.63,1553.63,e-Shop
32811654639,269960,5/11/2013,Audio and video,Electronics,4,979,411.18,4327.18,MBR
34537447875,268827,5/11/2013,Audio and video,Electronics,5,985,517.12,5442.125,MBR
51870625084,274150,4/11/2013,Audio and video,Electronics,1,877,92.085,969.085,e-Shop
79419931034,268285,4/11/2013,Audio and video,Electronics,1,886,93.03,979.03,Flagship store
92777957905,271862,4/11/2013,Audio and video,Electronics,2,1151,241.71,2543.71,e-Shop
4968790114,272305,3/11/2013,Audio and video,Electronics,5,146,76.65,806.65,e-Shop
4269097915,269791,3/11/2013,Audio and video,Electronics,4,266,111.72,1175.72,MBR
48498600921,274384,3/11/2013,Audio and video,Electronics,3,579,182.38,1919.385,TeleShop
23694750111,271104,3/11/2013,Audio and video,Electronics,4,929,390.18,4106.18,e-Shop
22508967436,267542,3/11/2013,Audio and video,Electronics,2,461,96.81,1018.81,Flagship store
87728555428,267490,3/11/2013,Audio and video,Electronics,4,249,104.58,1100.58,MBR
71551968767,272590,3/11/2013,Audio and video,Electronics,5,849,445.72,4690.725,e-Shop
92643283378,266824,3/11/2013,Audio and video,Electronics,3,380,119.7,1259.7,MBR
40065064237,272031,2/11/2013,Audio and video,Electronics,1,455,47.775,502.775,e-Shop
77839461481,268403,2/11/2013,Audio and video,Electronics,5,705,370.12,3895.125,MBR
46346472050,274077,1/11/2013,Audio and video,Electronics,5,1296,680.4,7160.4,MBR
26487990614,273799,1/11/2013,Audio and video,Electronics,2,730,153.3,1613.3,TeleShop
1613752613,272566,12/10/2013,Audio and video,Electronics,3,695,218.92,2303.925,e-Shop
26449927836,274854,12/10/2013,Audio and video,Electronics,5,1089,571.72,6016.725,e-Shop
1346965027,274596,12/10/2013,Audio and video,Electronics,5,349,183.22,1928.225,TeleShop
67799462554,268786,12/10/2013,Audio and video,Electronics,3,1500,472.5,4972.5,e-Shop
13793979460,269795,11/10/2013,Audio and video,Electronics,4,1288,540.96,5692.96,MBR
99268713598,268148,11/10/2013,Audio and video,Electronics,2,631,132.51,1394.51,TeleShop
70989403859,268133,11/10/2013,Audio and video,Electronics,2,141,29.61,311.61,e-Shop
5084770245,270530,10/10/2013,Audio and video,Electronics,5,633,332.32,3497.325,e-Shop
38067212076,272511,10/10/2013,Audio and video,Electronics,1,281,29.505,310.505,TeleShop
27729054560,268752,10/10/2013,Audio and video,Electronics,4,257,107.94,1135.94,e-Shop
13302134789,266919,10/10/2013,Audio and video,Electronics,1,1330,139.65,1469.65,MBR
85383785682,267552,10/10/2013,Audio and video,Electronics,4,1141,479.22,5043.22,e-Shop
30403617500,274321,9/10/2013,Audio and video,Electronics,4,1500,630,6630,Flagship store
33050408780,269049,9/10/2013,Audio and video,Electronics,2,713,149.73,1575.73,e-Shop
75811087829,269879,9/10/2013,Audio and video,Electronics,5,310,162.75,1712.75,e-Shop
28176910036,268740,8/10/2013,Audio and video,Electronics,5,833,437.32,4602.325,MBR
44561244354,268817,8/10/2013,Audio and video,Electronics,5,637,334.42,3519.425,e-Shop
40820002811,269240,7/10/2013,Audio and video,Electronics,-4,-859,360.78,-3796.78,e-Shop
49603524401,274156,7/10/2013,Audio and video,Electronics,4,1168,490.56,5162.56,e-Shop
90906166357,270187,7/10/2013,Audio and video,Electronics,1,1230,129.15,1359.15,Flagship store
28894279246,267488,6/10/2013,Audio and video,Electronics,3,329,103.63,1090.635,TeleShop
99372261440,269241,6/10/2013,Audio and video,Electronics,3,511,160.96,1693.965,e-Shop
34098986878,270541,5/10/2013,Audio and video,Electronics,1,518,54.39,572.39,TeleShop
24951240379,267987,4/10/2013,Audio and video,Electronics,4,191,80.22,844.22,e-Shop
31405843337,267183,4/10/2013,Audio and video,Electronics,1,872,91.56,963.56,e-Shop
17136813878,271054,4/10/2013,Audio and video,Electronics,2,268,56.28,592.28,e-Shop
19723849126,275255,4/10/2013,Audio and video,Electronics,3,1309,412.33,4339.335,e-Shop
43285085791,274813,4/10/2013,Audio and video,Electronics,3,165,51.975,546.975,Flagship store
43951972346,271968,4/10/2013,Audio and video,Electronics,1,908,95.34,1003.34,e-Shop
14897788024,271457,4/10/2013,Audio and video,Electronics,4,654,274.68,2890.68,e-Shop
98577349267,266975,4/10/2013,Audio and video,Electronics,-4,-1035,434.7,-4574.7,e-Shop
27083514629,273105,3/10/2013,Audio and video,Electronics,1,1088,114.24,1202.24,e-Shop
19132947890,271398,3/10/2013,Audio and video,Electronics,4,426,178.92,1882.92,TeleShop
85194296182,272262,3/10/2013,Audio and video,Electronics,2,1241,260.61,2742.61,e-Shop
98577349267,266975,2/10/2013,Audio and video,Electronics,4,1035,434.7,4574.7,e-Shop
78087609980,269860,2/10/2013,Audio and video,Electronics,3,508,160.02,1684.02,MBR
88932960832,274428,2/10/2013,Audio and video,Electronics,2,807,169.47,1783.47,Flagship store
7113504295,272348,1/10/2013,Audio and video,Electronics,4,378,158.76,1670.76,e-Shop
35607073389,273977,1/10/2013,Audio and video,Electronics,4,760,319.2,3359.2,Flagship store
6775601148,268526,1/10/2013,Audio and video,Electronics,5,133,69.825,734.825,e-Shop
97460521600,274901,1/10/2013,Audio and video,Electronics,4,346,145.32,1529.32,MBR
73535299222,269455,1/10/2013,Audio and video,Electronics,2,488,102.48,1078.48,Flagship store
59575215387,273972,12/9/2013,Audio and video,Electronics,3,176,55.44,583.44,MBR
69837110084,271654,12/9/2013,Audio and video,Electronics,5,779,408.97,4303.975,e-Shop
47996860422,267622,11/9/2013,Audio and video,Electronics,4,732,307.44,3235.44,Flagship store
3547794310,267261,11/9/2013,Audio and video,Electronics,2,285,59.85,629.85,TeleShop
42294632284,272540,11/9/2013,Audio and video,Electronics,1,1007,105.73,1112.735,Flagship store
27777110909,267748,11/9/2013,Audio and video,Electronics,5,1126,591.15,6221.15,Flagship store
9039399401,271175,11/9/2013,Audio and video,Electronics,1,1197,125.68,1322.685,TeleShop
84124877759,272987,11/9/2013,Audio and video,Electronics,2,213,44.73,470.73,MBR
68330818234,268106,11/9/2013,Audio and video,Electronics,2,1007,211.47,2225.47,e-Shop
17468457642,266847,10/9/2013,Audio and video,Electronics,3,855,269.32,2834.325,e-Shop
37943903484,272703,10/9/2013,Audio and video,Electronics,4,1025,430.5,4530.5,e-Shop
40718475575,275139,10/9/2013,Audio and video,Electronics,2,1428,299.88,3155.88,Flagship store
89685522918,268196,10/9/2013,Audio and video,Electronics,5,354,185.85,1955.85,Flagship store
86481307995,271905,10/9/2013,Audio and video,Electronics,2,1141,239.61,2521.61,MBR
95112445500,270216,10/9/2013,Audio and video,Electronics,2,383,80.43,846.43,TeleShop
6741780680,270024,9/9/2013,Audio and video,Electronics,5,589,309.22,3254.225,MBR
62656748444,274079,9/9/2013,Audio and video,Electronics,5,1195,627.37,6602.375,e-Shop
39412736413,270044,9/9/2013,Audio and video,Electronics,3,388,122.22,1286.22,e-Shop
42935130387,272744,8/9/2013,Audio and video,Electronics,3,522,164.43,1730.43,MBR
18563919324,272427,8/9/2013,Audio and video,Electronics,1,362,38.01,400.01,e-Shop
29868651586,272485,8/9/2013,Audio and video,Electronics,5,183,96.075,1011.075,Flagship store
95159658446,274789,8/9/2013,Audio and video,Electronics,1,266,27.93,293.93,e-Shop
75876828596,267549,8/9/2013,Audio and video,Electronics,4,1323,555.66,5847.66,TeleShop
5824068074,267803,7/9/2013,Audio and video,Electronics,-1,-943,99.015,-1042.015,e-Shop
58431761387,267665,7/9/2013,Audio and video,Electronics,1,1128,118.44,1246.44,Flagship store
15572869817,273745,7/9/2013,Audio and video,Electronics,-3,-872,274.68,-2890.68,e-Shop
53429613204,273796,6/9/2013,Audio and video,Electronics,4,1335,560.7,5900.7,Flagship store
55807314567,267652,6/9/2013,Audio and video,Electronics,2,1372,288.12,3032.12,e-Shop
11146026763,268364,6/9/2013,Audio and video,Electronics,3,561,176.71,1859.715,e-Shop
10319624627,271824,6/9/2013,Audio and video,Electronics,1,779,81.795,860.795,Flagship store
77725695028,274048,6/9/2013,Audio and video,Electronics,1,1498,157.29,1655.29,TeleShop
83165744434,273822,6/9/2013,Audio and video,Electronics,1,334,35.07,369.07,MBR
36867890239,267119,5/9/2013,Audio and video,Electronics,1,1488,156.24,1644.24,Flagship store
60154772182,269117,5/9/2013,Audio and video,Electronics,1,1346,141.33,1487.33,e-Shop
50629964412,266819,5/9/2013,Audio and video,Electronics,3,691,217.66,2290.665,Flagship store
54012774978,267904,5/9/2013,Audio and video,Electronics,3,1432,451.08,4747.08,e-Shop
13669628493,275009,5/9/2013,Audio and video,Electronics,-3,-1268,399.42,-4203.42,TeleShop
50145289979,268659,5/9/2013,Audio and video,Electronics,2,981,206.01,2168.01,e-Shop
79902635485,274583,5/9/2013,Audio and video,Electronics,2,1425,299.25,3149.25,e-Shop
25414653571,267634,4/9/2013,Audio and video,Electronics,5,1104,579.6,6099.6,e-Shop
69685353532,269846,4/9/2013,Audio and video,Electronics,2,74,15.54,163.54,MBR
54304510312,266972,3/9/2013,Audio and video,Electronics,3,1031,324.76,3417.765,MBR
47900539367,269875,3/9/2013,Audio and video,Electronics,2,660,138.6,1458.6,MBR
9755455013,266827,2/9/2013,Audio and video,Electronics,4,269,112.98,1188.98,Flagship store
14404546218,273122,2/9/2013,Audio and video,Electronics,4,1157,485.94,5113.94,e-Shop
69356441650,273822,2/9/2013,Audio and video,Electronics,2,326,68.46,720.46,MBR
32307268117,269716,1/9/2013,Audio and video,Electronics,5,387,203.17,2138.175,e-Shop
9404565259,267620,1/9/2013,Audio and video,Electronics,-4,-1416,594.72,-6258.72,e-Shop
15572869817,273745,1/9/2013,Audio and video,Electronics,3,872,274.68,2890.68,e-Shop
34022183981,268139,12/8/2013,Audio and video,Electronics,1,1215,127.57,1342.575,Flagship store
85233038785,267534,12/8/2013,Audio and video,Electronics,4,1321,554.82,5838.82,e-Shop
88606222106,269051,12/8/2013,Audio and video,Electronics,3,1474,464.31,4886.31,TeleShop
40962629299,273718,11/8/2013,Audio and video,Electronics,1,261,27.405,288.405,Flagship store
75072996827,267778,11/8/2013,Audio and video,Electronics,3,1327,418,4399.005,MBR
68433305770,268991,11/8/2013,Audio and video,Electronics,2,1426,299.46,3151.46,e-Shop
88762120035,268046,11/8/2013,Audio and video,Electronics,1,663,69.615,732.615,MBR
12086082185,268847,10/8/2013,Audio and video,Electronics,3,233,73.395,772.395,MBR
21255363917,272207,10/8/2013,Audio and video,Electronics,-1,-1042,109.41,-1151.41,TeleShop
13107773143,266919,10/8/2013,Audio and video,Electronics,3,757,238.45,2509.455,TeleShop
50305856502,267500,10/8/2013,Audio and video,Electronics,1,585,61.425,646.425,e-Shop
47913329974,270753,10/8/2013,Audio and video,Electronics,4,1462,614.04,6462.04,TeleShop
83743410040,273835,10/8/2013,Audio and video,Electronics,1,730,76.65,806.65,e-Shop
74258591248,272190,10/8/2013,Audio and video,Electronics,4,397,166.74,1754.74,e-Shop
84792073087,272559,10/8/2013,Audio and video,Electronics,2,1025,215.25,2265.25,MBR
34876437204,272843,9/8/2013,Audio and video,Electronics,2,1429,300.09,3158.09,e-Shop
56504159183,272853,9/8/2013,Audio and video,Electronics,5,1269,666.22,7011.225,MBR
46868985747,268442,9/8/2013,Audio and video,Electronics,4,931,391.02,4115.02,e-Shop
27310709874,269637,9/8/2013,Audio and video,Electronics,1,929,97.545,1026.545,Flagship store
633971438,269439,9/8/2013,Audio and video,Electronics,1,499,52.395,551.395,e-Shop
89951263818,268080,9/8/2013,Audio and video,Electronics,4,147,61.74,649.74,TeleShop
86355133992,271399,9/8/2013,Audio and video,Electronics,2,977,205.17,2159.17,e-Shop
88870938269,271417,9/8/2013,Audio and video,Electronics,4,190,79.8,839.8,Flagship store
52612919639,273472,8/8/2013,Audio and video,Electronics,-4,-1051,441.42,-4645.42,e-Shop
50821804089,267778,7/8/2013,Audio and video,Electronics,-3,-1474,464.31,-4886.31,Flagship store
52612919639,273472,7/8/2013,Audio and video,Electronics,4,1051,441.42,4645.42,e-Shop
